Price,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc,Price(million/m_square),District,City
5,85,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,58.82,Quận Tân Phú, Thành phố Hồ Chí Minh
11.75,137.7,Mặt phố - Mặt đường,8.5,,Nhà môi giới,Biệt thự,,,,,85.33,Quận Hải Châu, Thành phố Đà Nẵng
13,120,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,108.33,Quận Ngô Quyền, Thành phố Hải Phòng
7.5,97,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,77.32,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
3.86,117,Mặt phố - Mặt đường,7.3,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,32.99,Huyện Sóc Sơn, Thành phố Hà Nội
12.8,112,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,114.29,Quận Đống Đa, Thành phố Hà Nội
5.85,60,Ngõ 1 ô tô,,Nam,Nhà môi giới,Nhà ở,,,3,,97.5,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
3,90,Mặt phố - Mặt đường,,,Nhà môi giới,Chung cư,,,,,33.33,Thị xã Thuận An, Tỉnh Bình Dương
6.8,135,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,50.37,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
8.5,72,Ngõ 2 ô tô tránh,4.5,,Nhà môi giới,Nhà ở,,,3,,118.06,Quận Sơn Trà, Thành phố Đà Nẵng
1.3,100,Mặt phố - Mặt đường,,Tây Tứ Trạch,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,13,Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu
5.7,63,Ngõ ô tô đỗ cửa,4.1,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,90.48,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
2.5,67,,,,Nhà môi giới,Chung cư,,,,,37.31,Quận Bắc Từ Liêm, Thành phố Hà Nội
4.65,45,Ngõ 1 ô tô,4.1,,Nhà môi giới,Nhà ở,,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,103.33,Quận Hoàng Mai, Thành phố Hà Nội
18.5,1200,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,15.42,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
0.77,116,Ngõ 2 ô tô tránh,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.64,Huyện Sóc Sơn, Thành phố Hà Nội
2.5,67,,,,Nhà môi giới,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,37.31,Quận Bắc Từ Liêm, Thành phố Hà Nội
5.5,84,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,65.48,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
2.6,40,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,65,Quận Bắc Từ Liêm, Thành phố Hà Nội
5.4,73,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,73.97,Quận Hà Đông, Thành phố Hà Nội
0.525,170,Ngõ 1 ô tô,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,3.09,Huyện Đại Lộc, Tỉnh Quảng Nam
1.31,13748,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,9.50E-05,Huyện Bắc Bình, Tỉnh Bình Thuận
2.6,25,Ngõ ngách,7,,Nhà môi giới,Nhà ở,,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,104,Quận Đống Đa, Thành phố Hà Nội
3,75,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Biệt thự,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,40,Huyện Thủy Nguyên, Thành phố Hải Phòng
2.55,36,Ngõ ngách,3.6,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,70.83,Quận Hoàng Mai, Thành phố Hà Nội
0.65,152,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.28,Huyện Bàu Bàng, Tỉnh Bình Dương
1.7,120,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,14.17,Huyện Thạnh Phú, Tỉnh Bến Tre
2.37,52.5,Ngõ ô tô đỗ cửa,3.5,,Nhà môi giới,Nhà ở,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,45.14,Thành phố Biên Hòa, Tỉnh Đồng Nai
3.6,90,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,40,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
1.78,66,Mặt phố - Mặt đường,6,,Nhà môi giới,Chung cư,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,27,Thị xã Thuận An, Tỉnh Bình Dương
0.0056,112.5,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.98E-05,Quận Bình Thủy, Thành phố Cần Thơ
2.03,112.5,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,18,Huyện Thạnh Phú, Tỉnh Bến Tre
1.42,67,,,Tây Bắc,Nhà môi giới,Chung cư,,2,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",21.19,Quận Hà Đông, Thành phố Hà Nội
3.55,42,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,84.52,Quận Bắc Từ Liêm, Thành phố Hà Nội
45.8,465,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,,98.49,Quận Tân Phú, Thành phố Hồ Chí Minh
0.974,69.6,Ngõ ô tô đỗ cửa,4,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,13.99,Huyện Sóc Sơn, Thành phố Hà Nội
31,140,Mặt phố - Mặt đường,,,Nhà môi giới,Biệt thự - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,221.43,Quận Tây Hồ, Thành phố Hà Nội
3.34,61,Mặt phố - Mặt đường,5,"Đông Bắc, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,54.75,Quận Hồng Bàng, Thành phố Hải Phòng
4,32,Ngõ ngách,5,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,125,Quận Cầu Giấy, Thành phố Hà Nội
155,180,Mặt phố - Mặt đường,11,,Nhà môi giới,Biệt thự,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,861.11,Quận Hoàn Kiếm, Thành phố Hà Nội
3.2,108,Mặt phố - Mặt đường,,Đông Nam,Nhà môi giới,Chung cư,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,29.63,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
1.05,71,Mặt phố - Mặt đường,,,Sàn bất động sản,Chung cư,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,14.79,Thành phố Mỹ Tho, Tỉnh Tiền Giang
21.5,90,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,9,,238.89,Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
2.6,42,Ngõ ngách,4.5,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,61.9,Quận Long Biên, Thành phố Hà Nội
58,525,Mặt phố - Mặt đường,35,,Nhà môi giới,Khách sạn - Nhà nghỉ,,,30,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,110.48,Thị xã Sa Pa, Tỉnh Lào Cai
9,700,Ngõ 4 ô tô trở lên,13,"Đông Bắc, Tây Nam",Chính chủ,Đất - Đất nền - Nhà như đất,,,,,12.86,Huyện Xuân Lộc, Tỉnh Đồng Nai
11.25,346,,5,"Bắc, Tây",Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,32.51,Quận 9, Thành phố Hồ Chí Minh
12.2,95,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,128.42,Quận Gò Vấp, Thành phố Hồ Chí Minh
2.57,114.3,Mặt phố - Mặt đường,5,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,22.48,Huyện Bình Chánh, Thành phố Hồ Chí Minh
5.8,300,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,,19.33,Quận Bình Tân, Thành phố Hồ Chí Minh
15.5,55,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,281.82,Quận Ba Đình, Thành phố Hà Nội
7.3,34.5,Ngõ 2 ô tô tránh,5,Đông Tứ Trạch,Nhà môi giới,Nhà ở,6,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,211.59,Quận Cầu Giấy, Thành phố Hà Nội
0.668,90,Mặt phố - Mặt đường,5,Nam,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.42,Thị xã Bến Cát, Tỉnh Bình Dương
2.27,57,Mặt phố - Mặt đường,,Đông Tứ Trạch,Nhà môi giới,Chung cư,7,1,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",39.82,Quận 12, Thành phố Hồ Chí Minh
2,125,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,16,Quận Ninh Kiều, Thành phố Cần Thơ
3.7,30,Ngõ ngách,3.8,,Nhà môi giới,Nhà ở,,3,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,123.33,Quận Thanh Xuân, Thành phố Hà Nội
4,54,Ngõ 2 ô tô tránh,4,Đông Nam,Nhà môi giới,Nhà ở,,,1,,74.07,Quận Thanh Khê, Thành phố Đà Nẵng
0.95,46,Ngõ ô tô đỗ cửa,,,Chính chủ,Chung cư mini,,,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",20.65,Quận Đống Đa, Thành phố Hà Nội
3.6,47,Ngõ ngách,5.5,,Nhà môi giới,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,76.6,Quận Hoàng Mai, Thành phố Hà Nội
4,105,Mặt phố - Mặt đường,7,,Nhà môi giới,Shophouse - Nhà phố,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,38.1,Huyện Yên Phong, Tỉnh Bắc Ninh
1,774.2,Mặt phố - Mặt đường,28.5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,1.29,Huyện Bát Xát, Tỉnh Lào Cai
6.55,250,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,26.19,Thị xã Điện Bàn, Tỉnh Quảng Nam
0.88,80,Mặt phố - Mặt đường,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11,Huyện Bàu Bàng, Tỉnh Bình Dương
47,144,Mặt phố - Mặt đường,8,,Nhà môi giới,Khách sạn - Nhà nghỉ,,,33,,326.39,Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
3.45,35,Ngõ ngách,3.8,,Chính chủ,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,98.57,Quận Hai Bà Trưng, Thành phố Hà Nội
1.6,69.1,Mặt phố - Mặt đường,,"Đông, Tây",Nhà môi giới,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23.15,Quận Bắc Từ Liêm, Thành phố Hà Nội
1,71,Mặt phố - Mặt đường,4.7,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,14.08,Huyện An Lão, Thành phố Hải Phòng
5.6,40,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,140,Quận Cầu Giấy, Thành phố Hà Nội
0.9,43,Ngõ ô tô đỗ cửa,,,Chính chủ,Chung cư mini,,,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",20.93,Quận Đống Đa, Thành phố Hà Nội
0.8,45,Mặt phố - Mặt đường,,,Chính chủ,Chung cư mini,,,1,Hợp đồng mua bán,17.78,Quận Tây Hồ, Thành phố Hà Nội
3.65,39,Ngõ ngách,3.3,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,93.59,Quận Hoàng Mai, Thành phố Hà Nội
0.6,25,Ngõ ô tô đỗ cửa,,,Chính chủ,Chung cư mini,,,1,Hợp đồng mua bán,24,Quận Tây Hồ, Thành phố Hà Nội
7,75,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,93.33,Quận Sơn Trà, Thành phố Đà Nẵng
9.5,40,Ngõ ô tô đỗ cửa,4.5,Đông Bắc,Chính chủ,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,237.5,Quận Đống Đa, Thành phố Hà Nội
1.5,100,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,15,Huyện Bình Chánh, Thành phố Hồ Chí Minh
1.15,170,Ngõ 2 ô tô tránh,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.76,Huyện Đức Hòa, Tỉnh Long An
5.4,120,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",45,Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu
4.26,81,Mặt phố - Mặt đường,4.5,Đông Bắc,Chính chủ,Nhà liền kề - Song lập - Đơn lập,,,4,,52.59,Thành phố Huế, Tỉnh Thừa Thiên Huế
0.6,31,Ngõ ô tô đỗ cửa,,,Chính chủ,Chung cư mini,,,1,Hợp đồng mua bán,19.35,Quận Ba Đình, Thành phố Hà Nội
6.2,66,Mặt phố - Mặt đường,5.2,,Nhà môi giới,Nhà ở,,,,,93.94,Quận Sơn Trà, Thành phố Đà Nẵng
4.05,52,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,,,77.88,Quận Gò Vấp, Thành phố Hồ Chí Minh
0.9,43,Ngõ ô tô đỗ cửa,,,Chính chủ,Chung cư mini,,,2,Hợp đồng mua bán,20.93,Quận Ba Đình, Thành phố Hà Nội
1.59,18,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,88.33,Quận Tân Phú, Thành phố Hồ Chí Minh
5,45,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,111.11,Quận Đống Đa, Thành phố Hà Nội
1.6,100,Mặt phố - Mặt đường,5,"Đông Nam, Đông Bắc, Tây Nam, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,16,Huyện Tiền Hải, Tỉnh Thái Bình
4.9,30,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,163.33,Quận Đống Đa, Thành phố Hà Nội
5,88,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,56.82,Quận Tân Phú, Thành phố Hồ Chí Minh
4.3,85,Ngõ 2 ô tô tránh,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,50.59,Quận Bình Tân, Thành phố Hồ Chí Minh
19,65,Ngõ ngách,,,Nhà môi giới,Căn hộ dịch vụ - Homestay,7,,11,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,292.31,Quận 5, Thành phố Hồ Chí Minh
0.435,150,Ngõ 2 ô tô tránh,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.9,Huyện Tuy An, Tỉnh Phú Yên
3.55,43,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,82.56,Quận Bắc Từ Liêm, Thành phố Hà Nội
26,226,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,115.04,Quận Đống Đa, Thành phố Hà Nội
6.5,65,Ngõ ô tô đỗ cửa,4.8,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Cầu Giấy, Thành phố Hà Nội
3.3,32,Ngõ ngách,3,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,103.13,Quận Hai Bà Trưng, Thành phố Hà Nội
3.3,42,Ngõ ngách,6,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,78.57,Quận Hoàng Mai, Thành phố Hà Nội
7.5,959,Mặt phố - Mặt đường,22,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.82,Thành phố Biên Hòa, Tỉnh Đồng Nai
2.45,38,Ngõ 1 ô tô,,,Chính chủ,Nhà ở,,,4,,64.47,Quận 12, Thành phố Hồ Chí Minh
6.6,45,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,146.67,Quận Ba Đình, Thành phố Hà Nội
5.4,48,Ngõ ngách,5,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,112.5,Quận Cầu Giấy, Thành phố Hà Nội
3.25,40,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,81.25,Quận Long Biên, Thành phố Hà Nội
5.4,60,Ngõ ô tô đỗ cửa,4.5,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,90,Quận Thanh Xuân, Thành phố Hà Nội
11.9,50,Ngõ 2 ô tô tránh,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,238,Quận Đống Đa, Thành phố Hà Nội
5,86,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,58.14,Quận Tân Phú, Thành phố Hồ Chí Minh
0.49,120,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.08,Thị xã Điện Bàn, Tỉnh Quảng Nam
1.2,2220,Mặt phố - Mặt đường,18.5,,Sàn bất động sản,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00054054,Huyện Trần Văn Thời, Tỉnh Cà Mau
12.8,112,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,114.29,Quận Đống Đa, Thành phố Hà Nội
3.18,50,Ngõ ngách,3.2,,Chính chủ,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,63.6,Quận Hoàng Mai, Thành phố Hà Nội
1.05,125,Ngõ 1 ô tô,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.4,Thị xã Điện Bàn, Tỉnh Quảng Nam
16.5,90,Mặt phố - Mặt đường,,,Chính chủ,Nhà ở,,,,,183.33,Quận 7, Thành phố Hồ Chí Minh
5,50,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Ba Đình, Thành phố Hà Nội
5.5,66,Ngõ ngách,4.3,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,83.33,Quận Thanh Xuân, Thành phố Hà Nội
43,130,Mặt phố - Mặt đường,,,Nhà môi giới,Shophouse - Nhà phố,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,330.77,Quận 3, Thành phố Hồ Chí Minh
5.2,40,Ngõ 2 ô tô tránh,3.5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,130,Quận Đống Đa, Thành phố Hà Nội
32,140,Mặt phố - Mặt đường,7,Đông,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,228.57,Quận Tây Hồ, Thành phố Hà Nội
21,24,Ngõ ngách,3.1,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,875,Quận Thanh Xuân, Thành phố Hà Nội
3.1,35,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,88.57,Quận Thanh Xuân, Thành phố Hà Nội
17,159,Ngõ 2 ô tô tránh,9,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,106.92,Quận Cầu Giấy, Thành phố Hà Nội
5.4,72,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,75,Quận Hà Đông, Thành phố Hà Nội
6.6,47,Ngõ ô tô đỗ cửa,4,Đông Bắc,Nhà môi giới,Nhà ở,4,4,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,140.43,Quận Hà Đông, Thành phố Hà Nội
4,102,Mặt phố - Mặt đường,10,"Đông, Tây",Chính chủ,Nhà liền kề - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,39.22,Huyện Nghi Xuân, Tỉnh Hà Tĩnh
1.6,1743,Mặt phố - Mặt đường,27,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,0.00091796,Huyện Trần Văn Thời, Tỉnh Cà Mau
0.33,1000,Ngõ 4 ô tô trở lên,12,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00033,Thị xã Bình Long, Tỉnh Bình Phước
1.6,64,Mặt phố - Mặt đường,4,,Nhà môi giới,Chung cư,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,25,Thị xã Thuận An, Tỉnh Bình Dương
1.35,82,Mặt phố - Mặt đường,5,Đông Tứ Trạch,Nhà môi giới,Nhà ở,2,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,16.46,Huyện Long Thành, Tỉnh Đồng Nai
35.5,55,Mặt phố - Mặt đường,5.4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,645.45,Quận Ba Đình, Thành phố Hà Nội
5,126,Mặt phố - Mặt đường,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,39.68,Thành phố Cẩm Phả, Tỉnh Quảng Ninh
4.35,46,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,94.57,Quận Cầu Giấy, Thành phố Hà Nội
6.5,48,Ngõ ô tô đỗ cửa,4,Đông Nam,Nhà môi giới,Nhà ở,4,4,4,,135.42,Quận Hà Đông, Thành phố Hà Nội
7.8,76,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,,102.63,Quận Phú Nhuận, Thành phố Hồ Chí Minh
7.6,54,Ngõ ô tô đỗ cửa,3.6,Tây Tứ Trạch,Nhà môi giới,Nhà ở,,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,140.74,Quận Cầu Giấy, Thành phố Hà Nội
4.5,47,Ngõ ô tô đỗ cửa,,Đông Tứ Trạch,Nhà môi giới,Nhà ở,,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,95.74,Quận Hai Bà Trưng, Thành phố Hà Nội
5.3,40,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,132.5,Quận 3, Thành phố Hồ Chí Minh
11.6,108,Mặt phố - Mặt đường,,,Nhà môi giới,Biệt thự - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,107.41,Huyện Đông Anh, Thành phố Hà Nội
12.5,125,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Gò Vấp, Thành phố Hồ Chí Minh
4.4,35,Ngõ 2 ô tô tránh,3.5,,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,125.71,Quận Nam Từ Liêm, Thành phố Hà Nội
5.19,125,Mặt phố - Mặt đường,5,Đông Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.48,Quận Ninh Kiều, Thành phố Cần Thơ
3,32,Ngõ 2 ô tô tránh,4.2,,Chính chủ,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,93.75,Quận Nam Từ Liêm, Thành phố Hà Nội
