Price,Location,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc
7.5 Tỷ - 91.46 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",82 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,5,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.5 Tỷ - 18.2 Triệu/m²,"Thành phố Huế, Tỉnh Thừa Thiên Huế",137.5 m²,Mặt phố - Mặt đường,5m,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.9 Tỷ - 41.04 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",192.5 m²,Mặt phố - Mặt đường,10m,Tây Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 36 Triệu/m²,"Quận Ninh Kiều, Thành phố Cần Thơ",125 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,---,---,---,---
3 Tỷ - 44.12 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",68 m²,Ngõ ô tô đỗ cửa,---,---,Chính chủ,Nhà cấp 4,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12 Tỷ - 120 Triệu/m²,"Quận Long Biên, Thành phố Hà Nội",100 m²,Mặt phố - Mặt đường,5m,Tây Bắc,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.85 Tỷ - 64.02 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",107 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 38.81 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",67 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.2 Tỷ - 23.7 Triệu/m²,"Thành phố Thủ Dầu Một, Tỉnh Bình Dương",135 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
10.5 Tỷ - 1.5 Triệu/m²,"Huyện Lương Sơn, Tỉnh Hoà Bình","7,000 m²",Mặt phố - Mặt đường,16m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.1 Tỷ - 62.83 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",113 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
16.5 Tỷ - 206.25 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",80 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Khách sạn - Nhà nghỉ,---,---,13,---
2.3 Tỷ - 20 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",115 m²,Mặt phố - Mặt đường,5m,Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Đông Anh, Thành phố Hà Nội",83 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
800 Triệu - 12.99 Triệu/m²,"Huyện Sóc Sơn, Thành phố Hà Nội",61.6 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Hợp đồng mua bán
18.5 Tỷ - 90.69 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",204 m²,Ngõ 2 ô tô tránh,12m,---,Nhà môi giới,"Nhà ở, Chung cư mini",---,---,12,---
4.95 Tỷ - 90 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",55 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.9 Tỷ - 35.19 Triệu/m²,"Quận Nam Từ Liêm, Thành phố Hà Nội",54 m²,---,---,Đông Bắc,Chính chủ,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.95 Tỷ - 98.75 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",40 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Đông Anh, Thành phố Hà Nội",40 m²,Ngõ ngách,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.1 Tỷ - 20.67 Triệu/m²,"Quận Dương Kinh, Thành phố Hải Phòng",150 m²,Mặt phố - Mặt đường,5m,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.85 Tỷ - 97.5 Triệu/m²,"Thành phố Hạ Long, Tỉnh Quảng Ninh",60 m²,Ngõ 1 ô tô,6.1m,---,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
551 Triệu - 3.15 Triệu/m²,"Huyện Đại Lộc, Tỉnh Quảng Nam",175 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.8 Tỷ - 31.3 Triệu/m²,"Thành phố Hải Dương, Tỉnh Hải Dương",57.5 m²,Mặt phố - Mặt đường,3.7m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
48 Tỷ - 333.33 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",144 m²,Mặt phố - Mặt đường,8m,---,Nhà môi giới,Khách sạn - Nhà nghỉ,---,---,33,---
8.53 Tỷ - 35.02 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",243.6 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,"Nhà ở, Biệt thự - Song lập - Đơn lập",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.1 Tỷ - 20.59 Triệu/m²,"Huyện Quốc Oai, Thành phố Hà Nội",102 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Đông Anh, Thành phố Hà Nội",78.5 m²,Ngõ ngách,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
530 Triệu - 3.42 Triệu/m²,"Huyện Đắk Hà, Tỉnh Kon Tum",155 m²,Ngõ 2 ô tô tránh,6m,Đông,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
7.3 Tỷ - 146 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",50 m²,Mặt phố - Mặt đường,4m,---,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.35 Tỷ - 756.67 Nghìn/m²,"Huyện Đất Đỏ, Tỉnh Bà Rịa - Vũng Tàu","15,000 m²",Mặt phố - Mặt đường,80m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.22 Tỷ - 23.84 Triệu/m²,"Thành phố Hạ Long, Tỉnh Quảng Ninh",177 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
870 Triệu - 1.12 Triệu/m²,"Thành phố Bảo Lộc, Tỉnh Lâm Đồng",780 m²,Mặt phố - Mặt đường,13m,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.22 Tỷ - 36.07 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",117 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
5 Tỷ - 58.82 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",85 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.75 Tỷ - 85.33 Triệu/m²,"Quận Hải Châu, Thành phố Đà Nẵng",137.7 m²,Mặt phố - Mặt đường,8.5m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,---
13 Tỷ - 108.33 Triệu/m²,"Quận Ngô Quyền, Thành phố Hải Phòng",120 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,"Nhà ở, Mặt bằng thương mại",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.75 Tỷ - 85.33 Triệu/m²,"Quận Hải Châu, Thành phố Đà Nẵng",137.7 m²,Mặt phố - Mặt đường,8.5m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,---
13 Tỷ - 108.33 Triệu/m²,"Quận Ngô Quyền, Thành phố Hải Phòng",120 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,"Nhà ở, Mặt bằng thương mại",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.5 Tỷ - 77.32 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",97 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
3.86 Tỷ - 32.99 Triệu/m²,"Huyện Sóc Sơn, Thành phố Hà Nội",117 m²,Mặt phố - Mặt đường,7.3m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12.8 Tỷ - 114.29 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",112 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.85 Tỷ - 97.5 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",60 m²,Ngõ 1 ô tô,---,Nam,Nhà môi giới,Nhà ở,---,---,3,---
3 Tỷ - 33.33 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",90 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,---,---
6.8 Tỷ - 50.37 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",135 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
8.5 Tỷ - 118.06 Triệu/m²,"Quận Sơn Trà, Thành phố Đà Nẵng",72 m²,Ngõ 2 ô tô tránh,4.5m,---,Nhà môi giới,Nhà ở,---,---,3,---
1.3 Tỷ - 13 Triệu/m²,"Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",100 m²,Mặt phố - Mặt đường,---,Tây Tứ Trạch,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.7 Tỷ - 90.48 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",63 m²,Ngõ ô tô đỗ cửa,4.1m,---,Nhà môi giới,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.5 Tỷ - 37.31 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",67 m²,---,---,---,Nhà môi giới,Chung cư,---,---,---,---
Thương lượng,"Quận Nam Từ Liêm, Thành phố Hà Nội",169 m²,---,---,---,Nhà môi giới,Chung cư,---,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.65 Tỷ - 103.33 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",45 m²,Ngõ 1 ô tô,4.1m,---,Nhà môi giới,Nhà ở,---,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
18.5 Tỷ - 15.42 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu","1,200 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
770 Triệu - 6.64 Triệu/m²,"Huyện Sóc Sơn, Thành phố Hà Nội",116 m²,Ngõ 2 ô tô tránh,6m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.5 Tỷ - 37.31 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",67 m²,---,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.5 Tỷ - 65.48 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",84 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 65 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",40 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.4 Tỷ - 73.97 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",73 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
525 Triệu - 3.09 Triệu/m²,"Huyện Đại Lộc, Tỉnh Quảng Nam",170 m²,Ngõ 1 ô tô,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,---
1.31 Tỷ - 95 Nghìn/m²,"Huyện Bắc Bình, Tỉnh Bình Thuận","13,748 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 104 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",25 m²,Ngõ ngách,7m,---,Nhà môi giới,Nhà ở,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3 Tỷ - 40 Triệu/m²,"Huyện Thủy Nguyên, Thành phố Hải Phòng",75 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 104 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",25 m²,Ngõ ngách,7m,---,Nhà môi giới,Nhà ở,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3 Tỷ - 40 Triệu/m²,"Huyện Thủy Nguyên, Thành phố Hải Phòng",75 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.55 Tỷ - 70.83 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",36 m²,Ngõ ngách,3.6m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
650 Triệu - 4.28 Triệu/m²,"Huyện Bàu Bàng, Tỉnh Bình Dương",152 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.7 Tỷ - 14.17 Triệu/m²,"Huyện Thạnh Phú, Tỉnh Bến Tre",120 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.37 Tỷ - 45.14 Triệu/m²,"Thành phố Biên Hòa, Tỉnh Đồng Nai",52.5 m²,Ngõ ô tô đỗ cửa,3.5m,---,Nhà môi giới,Nhà ở,---,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 40 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",90 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
1.78 Tỷ - 27 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",66 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Chung cư,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.6 Triệu - 49.78 Nghìn/m²,"Quận Bình Thủy, Thành phố Cần Thơ",112.5 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.03 Tỷ - 18 Triệu/m²,"Huyện Thạnh Phú, Tỉnh Bến Tre",112.5 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
1.42 Tỷ - 21.19 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",67 m²,---,---,Tây Bắc,Nhà môi giới,Chung cư,---,2,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.55 Tỷ - 84.52 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",42 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
45.8 Tỷ - 98.49 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",465 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà ở,---,---,---,---
974 Triệu - 13.99 Triệu/m²,"Huyện Sóc Sơn, Thành phố Hà Nội",69.6 m²,Ngõ ô tô đỗ cửa,4m,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
31 Tỷ - 221.43 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",140 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,"Biệt thự - Song lập - Đơn lập, Nhà liền kề - Song lập - Đơn lập",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.34 Tỷ - 54.75 Triệu/m²,"Quận Hồng Bàng, Thành phố Hải Phòng",61 m²,Mặt phố - Mặt đường,5m,"Đông Bắc, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 125 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",32 m²,Ngõ ngách,5m,---,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
155 Tỷ - 861.11 Triệu/m²,"Quận Hoàn Kiếm, Thành phố Hà Nội",180 m²,Mặt phố - Mặt đường,11m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Mộc Châu, Tỉnh Sơn La","1,731 m²",Ngõ 1 ô tô,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.2 Tỷ - 29.63 Triệu/m²,"Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",108 m²,Mặt phố - Mặt đường,---,Đông Nam,Nhà môi giới,Chung cư,---,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.05 Tỷ - 14.79 Triệu/m²,"Thành phố Mỹ Tho, Tỉnh Tiền Giang",71 m²,Mặt phố - Mặt đường,---,---,Sàn bất động sản,Chung cư,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Bát Xát, Tỉnh Lào Cai",600 m²,Mặt phố - Mặt đường,40m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Chưa làm giấy CN QSDĐ
21.5 Tỷ - 238.89 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",90 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,"Nhà ở, Chung cư mini",---,---,9,---
2.6 Tỷ - 61.9 Triệu/m²,"Quận Long Biên, Thành phố Hà Nội",42 m²,Ngõ ngách,4.5m,---,Nhà môi giới,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Bát Xát, Tỉnh Lào Cai",600 m²,Mặt phố - Mặt đường,40m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Chưa làm giấy CN QSDĐ
58 Tỷ - 110.48 Triệu/m²,"Thị xã Sa Pa, Tỉnh Lào Cai",525 m²,Mặt phố - Mặt đường,35m,---,Nhà môi giới,Khách sạn - Nhà nghỉ,---,---,30,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
9 Tỷ - 12.86 Triệu/m²,"Huyện Xuân Lộc, Tỉnh Đồng Nai",700 m²,Ngõ 4 ô tô trở lên,13m,"Đông Bắc, Tây Nam",Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,---
11.25 Tỷ - 32.51 Triệu/m²,"Quận 9, Thành phố Hồ Chí Minh",346 m²,---,5m,"Bắc, Tây",Nhà môi giới,"Đất - Đất nền - Nhà như đất, Biệt thự - Song lập - Đơn lập, Nhà liền kề - Song lập - Đơn lập",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12.2 Tỷ - 128.42 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",95 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.57 Tỷ - 22.48 Triệu/m²,"Huyện Bình Chánh, Thành phố Hồ Chí Minh",114.3 m²,Mặt phố - Mặt đường,5m,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.8 Tỷ - 19.33 Triệu/m²,"Quận Bình Tân, Thành phố Hồ Chí Minh",300 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,---
15.5 Tỷ - 281.82 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",55 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.3 Tỷ - 211.59 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",34.5 m²,Ngõ 2 ô tô tránh,5m,Đông Tứ Trạch,Nhà môi giới,Nhà ở,6,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
668 Triệu - 7.42 Triệu/m²,"Thị xã Bến Cát, Tỉnh Bình Dương",90 m²,Mặt phố - Mặt đường,5m,Nam,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.27 Tỷ - 39.82 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",57 m²,Mặt phố - Mặt đường,---,Đông Tứ Trạch,Nhà môi giới,Chung cư,7,1,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
2 Tỷ - 16 Triệu/m²,"Quận Ninh Kiều, Thành phố Cần Thơ",125 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,"Nhà ở, Đất - Đất nền - Nhà như đất, Biệt thự - Song lập - Đơn lập",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.7 Tỷ - 123.33 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",30 m²,Ngõ ngách,3.8m,---,Nhà môi giới,Nhà ở,---,3,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 74.07 Triệu/m²,"Quận Thanh Khê, Thành phố Đà Nẵng",54 m²,Ngõ 2 ô tô tránh,4m,Đông Nam,Nhà môi giới,Nhà cấp 4,---,---,1,---
950 Triệu - 20.65 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",46 m²,Ngõ ô tô đỗ cửa,---,---,Chính chủ,Chung cư mini,---,---,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.6 Tỷ - 76.6 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",47 m²,Ngõ ngách,5.5m,---,Nhà môi giới,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 38.1 Triệu/m²,"Huyện Yên Phong, Tỉnh Bắc Ninh",105 m²,Mặt phố - Mặt đường,7m,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 1.29 Triệu/m²,"Huyện Bát Xát, Tỉnh Lào Cai",774.2 m²,Mặt phố - Mặt đường,28.5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
6.55 Tỷ - 26.19 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",250 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
880 Triệu - 11 Triệu/m²,"Huyện Bàu Bàng, Tỉnh Bình Dương",80 m²,Mặt phố - Mặt đường,4m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
47 Tỷ - 326.39 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",144 m²,Mặt phố - Mặt đường,8m,---,Nhà môi giới,Khách sạn - Nhà nghỉ,---,---,33,---
3.45 Tỷ - 98.57 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",35 m²,Ngõ ngách,3.8m,---,Chính chủ,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.6 Tỷ - 23.15 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",69.1 m²,Mặt phố - Mặt đường,---,"Đông, Tây",Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
